ID,Document,Metadata
bay_ir_2025.pdf::chunk::90,"太郎、社外取締役(常勤監査等委員)奥山芳貴、社外取締役(監査等委員)糟谷祐一郎、社外取締役(監査等委
員)藤本哲也、社外取締役(監査等委員)緑川芳江の10名で構成され、業務執行の最高意思決定機関であり、法
令や定款に則り、経営に関する重要事項や業務執行の意思決定及び取締役の業務執行の監督を行っておりま
す。取締役会は、原則として毎月１回開催し、必要に応じて臨時取締役会を開催しております。
取締役会の活動状況
当社は、当事業年度において取締役会を年14回開催しており、個々の取締役の出席状況については、以下
のとおりであります。
区分 氏名 出席状況
代表取締役社長 阿部 義之 14回／14回
代表取締役副社長 池平 謙太郎 14回／14回
取締役 中村 公亮 14回／14回
社外取締役 小路 敏宗 14回／14回
社外取締役 佐藤 真太郎 14回／14回","{'chunk_index': 90, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::91,"社外取締役 小路 敏宗 14回／14回
社外取締役 佐藤 真太郎 14回／14回
社外取締役(常勤監査等委員) 奥山 芳貴 14回／14回
社外取締役(監査等委員) 糟谷 祐一郎 14回／14回
社外取締役(監査等委員) 藤本 哲也 14回／14回
社外取締役(監査等委員) 緑川 芳江 14回／14回","{'chunk_index': 91, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::92,"34/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
取締役会における具体的な検討内容
当事業年度においては、株主総会の招集及びこれに提出する議案の内容、執行役員の選任、剰余金の処
分、自己株式の取得、その他取締役会規程に定める事項などについて決定したほか、当事業年度における予
算等の進捗状況について、月次の業績報告等を通じて監督いたしました。
ｂ．監査等委員会
監査等委員会は、議長である社外取締役(常勤監査等委員)奥山芳貴、社外取締役(監査等委員)糟谷祐一
郎、社外取締役(監査等委員)藤本哲也、社外取締役(監査等委員)緑川芳江の４名で構成され、監査の方針、
方法及び実施計画等を決定しております。監査等委員会は、原則として毎月１回開催し、必要に応じて随時
監査等委員会を開催しております。","{'chunk_index': 92, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::93,"監査等委員会を開催しております。
監査等委員は、取締役会のほか重要な会議に出席し、取締役の職務執行の状況に対して、適宜、意見陳述
を行うとともに、監査等委員会は決定された監査の方針に基づいて業務監査を行っております。
監査等委員会の活動状況及び監査等委員会における具体的な検討内容については、「第４ 提出会社の状
況 ４ コーポレート・ガバナンスの状況等 (3) 監査の状況 ① 監査等委員会による監査の状況 ロ．
監査等委員会の活動状況」に記載しております。
ｃ．会計監査人
当社は、会計監査人設置会社であり、会計監査人の選任については、当社の業務内容、及び会計方針に精
通していること等の要素を勘案し、適切な会計監査人を選任しております。
ｄ．指名報酬委員会
当社は、代表取締役社長を委員長とする諮問機関として、指名報酬委員会を設置し、代表取締役社長 阿","{'chunk_index': 93, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::94,"部義之、社外取締役 小路敏宗、社外取締役 佐藤真太郎の３名で構成され、過半数を社外取締役としてお
ります。指名報酬委員会は、原則として１年に３回以上開催し、当社の経営の透明性の確保に資することを
目的とし、委員長の諮問に応じて、取締役等が受ける報酬等の内容及びその決定方針、取締役候補者等の指
名方針等について、審議・答申を行っております。
指名報酬委員会の活動状況
当社は、当事業年度において指名報酬委員会(2023年５月19日より、経営諮問委員会から指名報酬委員会へ
と名称を変更しております。)を年４回開催しており、個々の出席状況については、以下のとおりでありま
す。
区分 氏名 出席状況
代表取締役社長 阿部 義之 ４回／４回
社外取締役 小路 敏宗 ４回／４回
社外取締役 佐藤 真太郎 ４回／４回
指名報酬委員会における具体的な検討内容","{'chunk_index': 94, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::95,"指名報酬委員会における具体的な検討内容
当事業年度においては、取締役報酬、グループの組織構成、親会社及び子会社の役員人事等について協議
しております。","{'source': 'bay_ir_2025.pdf', 'chunk_index': 95}"
bay_ir_2025.pdf::chunk::96,"35/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
ｅ．コーポレート・ガバナンスの体制と関係
当社のコーポレート・ガバナンスの体制と関係を図示すると以下のとおりであります。
ロ．内部統制システムの整備の状況
当社は、2015年９月18日開催の取締役会において、業務の適正を確保するための体制作りと管理体制のより
一層の整備を図るために、「内部統制システムに関する基本方針」を決議しております。
この方針は、以降は適宜改定を行っております。
ａ．取締役及び使用人の職務の執行が法令及び定款に適合することを確保するための体制
ｂ．取締役の職務の執行に係る情報の保存及び管理に関する体制
ｃ．損失の危険の管理に関する体制
ｄ．取締役の職務執行の効率性の確保に関する体制
ｅ．財務報告の信頼性を確保するための体制
ｆ．監査等委員会の職務を補助すべき使用人に関する事項、その使用人の取締役(監査等委員である取締役を除","{'source': 'bay_ir_2025.pdf', 'chunk_index': 96}"
bay_ir_2025.pdf::chunk::97,"く。)からの独立性に関する事項及びその使用人に対する指示の実効性の確保に関する事項
ｇ．当社の取締役(監査等委員である取締役を除く。)及び使用人等が監査等委員会に報告をするための体制並
びに当該報告をしたことを理由に不利な取扱いを受けないことを確保するための体制
ｈ．監査等委員の職務の執行(監査等委員会の職務の執行に関するものに限る。)について生ずる費用の前払又
は償還の手続その他の当該職務の執行について生ずる費用又は債務の処理に係る方針に関する事項その他監
査等委員会の監査が実効的に行われることを確保するための体制
ｉ．反社会的勢力排除に向けた体制
③ リスク管理体制の整備の状況
当社は、コンプライアンス推進委員会を設置し、取締役会、監査等委員会、会計監査人、内部監査室及び各部
門からリスクに関する情報を随時収集し、当該リスクについて関連する各部門と慎重に協議し、リスクの早期発","{'chunk_index': 97, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::98,"見及び未然防止に努めております。また、必要に応じて弁護士及び税理士等の社外専門家にリスク対応について
助言を受けられる体制を整えております。","{'chunk_index': 98, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::99,"36/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
④ 責任限定契約の内容の概要
当社と取締役(業務執行取締役等であるものを除く。)は、会社法第427条第１項の規定に基づき、同法第423条
第１項の損害賠償責任を限定する契約を締結しております。当該契約に基づく損害賠償責任の限度額は、法令で
定める最低責任限度額としております。
⑤ 役員等との間で締結している補償契約の内容の概要
該当事項はありません。
⑥ 役員等を被保険者として締結している役員等賠償責任保険契約の内容の概要
当社は、会社法第430条の３第１項に規定する役員等賠償責任保険契約を保険会社との間で締結しております。
当該保険契約の被保険者の範囲は取締役(監査等委員である取締役を含む。)であり、被保険者が負担することと","{'source': 'bay_ir_2025.pdf', 'chunk_index': 99}"
bay_ir_2025.pdf::chunk::100,"なる、その職務の執行に関し責任を負うこと、又は当該責任の追及に係る請求を受けることによって生じること
のある損害を当該保険契約により補填することとしており、当該保険契約の保険料は当社が全額負担しておりま
す。
⑦ 取締役の定数
当社の取締役(監査等委員である取締役を除く。)の定数は10名以内、監査等委員である取締役の定数は５名以
内とする旨を定款に定めております。
⑧ 取締役の選任の決議要件
当社は、取締役の選任決議について、議決権を行使することができる株主の議決権の３分の１以上を有する株
主が出席し、その議決権の過半数をもって行う旨を定款に定めております。また、取締役の選任決議は、累積投
票によらないものとする旨を定款に定めております。
⑨ 取締役会で決議できる株主総会決議事項
イ．剰余金の配当等の決定機関","{'chunk_index': 100, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::101,"イ．剰余金の配当等の決定機関
当社は、資本政策及び配当政策を機動的に行うことを目的に、剰余金の配当等会社法第459条第１項各号に定
める事項については、法令に別段の定めのある場合を除き、取締役会の決議によって定めることができる旨を
定款に定めております。
ロ．取締役及び監査等委員(監査等委員であった者)の責任免除
当社は、会社法第426条第１項の規定により、取締役会の決議をもって同法第423条第１項の行為に関する取
締役(取締役であった者を含む。)及び監査等委員(監査等委員であった者。)の責任を法令で定める最低責任限
度額を控除して得た額を限度として免除できる旨を定款に定めております。これは、取締役及び監査等委員(監
査等委員であった者)が職務を遂行するにあたり、その能力を十分に発揮して、期待される役割を果たしうる環
境を整備することを目的とするものであります。
⑩ 株主総会の特別決議要件","{'chunk_index': 101, 'source': 'bay_ir_2025.pdf'}"
